transition,phase3_h1_observations,bridge_rows,candidate_h1_only,bridge_percentage_of_phase3_h1_sample,bridge_elapsed_median_hours,bridge_elapsed_q75_hours,bridge_elapsed_q90_hours,bridge_elapsed_max_hours,bridge_destination_min_utc,bridge_destination_max_utc
Vendor creates invoice -> Clear Invoice,800,189,True,0.028643871802760422,2170.45,2581.1833333333334,2674.45,2725.1833333333334,2018-07-05 12:10:00+00:00,2018-10-04 14:48:00+00:00
Vendor creates invoice -> Create Purchase Order Item,1956,193,True,0.02925009131181355,755.3333333333334,3008.8,3201.31,7617.0,2018-07-02 02:30:00+00:00,2018-12-19 10:07:00+00:00
Vendor creates invoice -> Create Purchase Requisition Item,19,15,False,0.00227332315894924,4224.016666666666,4417.016666666666,4444.616666666667,4752.016666666666,2018-09-01 22:00:00+00:00,2018-11-13 23:00:00+00:00
Vendor creates invoice -> Delete Purchase Order Item,8,1,False,0.00015155487726328264,254.05,254.05,254.05,254.05,2018-07-03 12:02:00+00:00,2018-07-03 12:02:00+00:00
Vendor creates invoice -> Reactivate Purchase Order Item,31,1,False,0.00015155487726328264,131.55,131.55,131.55,131.55,2018-07-02 09:32:00+00:00,2018-07-02 09:32:00+00:00
Vendor creates invoice -> Receive Order Confirmation,55,0,False,0.0,,,,,,
Vendor creates invoice -> Record Goods Receipt,56714,1348,True,0.204295974550905,84.9,128.0125,305.96666666666664,4579.7,2018-07-01 15:14:00+00:00,2018-12-08 17:41:00+00:00
Vendor creates invoice -> Record Invoice Receipt,49229,5248,True,0.7953599958777073,873.0833333333334,1452.8,2031.9833333333333,7619.1,2018-07-02 09:49:00+00:00,2019-01-10 10:05:00+00:00
Vendor creates invoice -> Record Service Entry Sheet,170,9,False,0.001363993895369544,613.7833333333333,1233.9,1707.3066666666668,2934.6666666666665,2018-07-03 14:18:00+00:00,2018-07-30 07:53:00+00:00
Vendor creates invoice -> Record Subsequent Invoice,11,2,False,0.0003031097545265653,794.6,1051.2583333333334,1205.2533333333336,1307.9166666666667,2018-07-11 15:16:00+00:00,2018-08-20 09:54:00+00:00
Vendor creates invoice -> Release Purchase Order,21,0,False,0.0,,,,,,
Vendor creates invoice -> Remove Payment Block,125,1,False,0.00015155487726328264,828.1666666666666,828.1666666666666,828.1666666666666,828.1666666666666,2018-07-13 10:09:00+00:00,2018-07-13 10:09:00+00:00
Vendor creates invoice -> SRM: Created,57,16,False,0.0024248780362125222,1270.2583333333332,2983.054166666667,4819.825,5574.05,2018-07-03 05:38:00+00:00,2018-10-01 05:02:00+00:00
Vendor creates invoice -> SRM: In Transfer to Execution Syst.,8,3,False,0.00045466463178984795,350.18333333333334,1119.3583333333333,1580.8633333333335,1888.5333333333333,2018-07-06 12:10:00+00:00,2018-07-25 14:31:00+00:00
Vendor creates invoice -> Update Order Confirmation,8,0,False,0.0,,,,,,
Vendor creates invoice -> Vendor creates debit memo,1700,5,True,0.0007577743863164132,1200.0,1656.0,2160.0,2496.0,2018-07-01 21:59:00+00:00,2018-10-09 21:59:00+00:00
Vendor creates invoice -> Vendor creates invoice,839,43,True,0.006516859722321154,384.0,732.0,1377.6000000000004,4415.0,2018-07-02 21:59:00+00:00,2018-08-31 21:59:00+00:00
