activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
Record Invoice Receipt,2000000057_00001,,user_001,2018-10-12T10:56:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_001
Clear Invoice,2000000057_00001,,user_005,2018-10-26T09:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_005
Vendor creates invoice,2000000057_00001,,NONE,2018-11-05T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Goods Receipt,2000000057_00001,,user_000,2018-11-07T22:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_000
Record Service Entry Sheet,2000000057_00001,,NONE,2018-11-07T22:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Invoice Receipt,2000000057_00001,,user_012,2018-11-14T14:28:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_012
Clear Invoice,2000000057_00001,,user_002,2018-11-29T15:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_002
Vendor creates invoice,2000000057_00001,,NONE,2018-12-05T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Goods Receipt,2000000057_00001,,user_000,2018-12-12T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_000
Record Service Entry Sheet,2000000057_00001,,NONE,2018-12-12T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Invoice Receipt,2000000057_00001,,user_001,2018-12-13T05:17:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_001
Vendor creates invoice,2000000057_00001,,NONE,2018-12-18T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Goods Receipt,2000000057_00001,,user_000,2018-12-19T16:21:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_000
Record Service Entry Sheet,2000000057_00001,,NONE,2018-12-19T16:21:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Record Invoice Receipt,2000000057_00001,,user_013,2018-12-19T16:52:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_013
Clear Invoice,2000000057_00001,,NONE,2019-01-04T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,NONE
Clear Invoice,2000000057_00001,,user_002,2019-01-10T14:46:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000057,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000057_00001,277128.0,user_002
SRM: Created,2000000058_00001,,batch_00,2018-01-19T18:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Complete,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Awaiting Approval,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Document Completed,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: In Transfer to Execution Syst.,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Ordered,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Create Purchase Order Item,2000000058_00001,,user_000,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
SRM: Change was Transmitted,2000000058_00001,,batch_00,2018-01-19T19:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Vendor creates invoice,2000000058_00001,,NONE,2018-02-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-02-13T10:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-02-13T10:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,batch_00,2018-02-13T11:53:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Clear Invoice,2000000058_00001,,user_002,2018-02-22T15:18:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-03-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-03-14T10:30:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-03-14T10:30:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,batch_00,2018-03-14T11:27:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Clear Invoice,2000000058_00001,,user_005,2018-03-22T12:32:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_005
Vendor creates invoice,2000000058_00001,,NONE,2018-04-03T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-04-04T11:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-04-04T11:51:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_012,2018-04-06T12:40:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_012
Clear Invoice,2000000058_00001,,user_002,2018-04-26T09:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-05-15T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-05-17T07:34:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-05-17T07:34:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_013,2018-05-18T13:23:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_013
Vendor creates invoice,2000000058_00001,,NONE,2018-06-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-06-06T23:30:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-06-06T23:30:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_012,2018-06-07T10:03:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_012
Clear Invoice,2000000058_00001,,user_002,2018-06-07T11:13:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Clear Invoice,2000000058_00001,,user_002,2018-06-28T12:06:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-07-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
SRM: In Transfer to Execution Syst.,2000000058_00001,,user_025,2018-07-06T12:10:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_025
SRM: Created,2000000058_00001,,user_016,2018-07-11T07:25:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_016
SRM: Complete,2000000058_00001,,user_016,2018-07-11T09:25:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_016
SRM: Awaiting Approval,2000000058_00001,,user_016,2018-07-11T09:25:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_016
SRM: Document Completed,2000000058_00001,,user_016,2018-07-11T09:25:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_016
SRM: In Transfer to Execution Syst.,2000000058_00001,,batch_00,2018-07-12T06:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Ordered,2000000058_00001,,batch_00,2018-07-12T06:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Deleted,2000000058_00001,,batch_00,2018-07-12T06:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Change Price,2000000058_00001,,user_000,2018-07-12T06:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Service Entry Sheet,2000000058_00001,,NONE,2018-07-19T09:38:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-07-19T09:38:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,batch_00,2018-07-19T10:53:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Clear Invoice,2000000058_00001,,user_002,2018-07-26T16:09:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-08-03T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-08-24T10:35:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-08-24T10:35:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,batch_00,2018-08-24T11:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Clear Invoice,2000000058_00001,,user_002,2018-08-30T13:40:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-09-04T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-09-12T21:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-09-12T21:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_020,2018-09-13T09:35:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_020
SRM: Created,2000000058_00001,,user_010,2018-09-20T03:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_010
SRM: Complete,2000000058_00001,,user_010,2018-09-20T05:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_010
SRM: Awaiting Approval,2000000058_00001,,user_010,2018-09-20T05:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_010
SRM: Document Completed,2000000058_00001,,user_010,2018-09-20T05:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_010
SRM: In Transfer to Execution Syst.,2000000058_00001,,batch_00,2018-09-20T09:21:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Ordered,2000000058_00001,,batch_00,2018-09-20T09:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
SRM: Deleted,2000000058_00001,,batch_00,2018-09-20T09:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,batch_00
Change Price,2000000058_00001,,user_000,2018-09-20T09:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Clear Invoice,2000000058_00001,,user_002,2018-09-28T08:29:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-10-05T21:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-10-10T21:23:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-10-10T21:23:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_001,2018-10-11T08:53:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_001
Clear Invoice,2000000058_00001,,user_005,2018-10-26T09:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_005
Vendor creates invoice,2000000058_00001,,NONE,2018-11-05T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Service Entry Sheet,2000000058_00001,,NONE,2018-11-07T22:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
Record Goods Receipt,2000000058_00001,,user_000,2018-11-07T22:41:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_000
Record Invoice Receipt,2000000058_00001,,user_013,2018-11-14T14:13:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_013
Clear Invoice,2000000058_00001,,user_002,2018-11-29T15:16:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,user_002
Vendor creates invoice,2000000058_00001,,NONE,2018-12-05T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0040,Purchase order,2000000058,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0040,2000000058_00001,339481.0,NONE
